#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
fig|1185660.4.peg.3799	lcl|entF-xanmn_chr14_0029	3999	3999	100	100	3999	100.000	7212
fig|1185660.4.peg.3803	lcl|xanmn_chr14_0032-xanmn_chr14_0032	1938	1938	100	100	1938	100.000	3496
fig|1185660.4.peg.3804	lcl|xanmn_chr14_0033-xanmn_chr14_0033	858	858	100	100	858	100.000	1548
fig|1185660.4.peg.3806	lcl|xanmn_chr14_0034-xanmn_chr14_0034	612	612	100	100	612	100.000	1104
fig|1185660.4.peg.3808	lcl|xanmn_chr14_0035-xanmn_chr14_0035	489	489	100	100	489	100.000	883
fig|1185660.4.peg.3809	lcl|xanmn_chr14_0036-xanmn_chr14_0036	657	657	100	100	657	100.000	1186
fig|1185660.4.peg.3810	lcl|xanmn_chr14_0037-xanmn_chr14_0037	1986	1986	100	100	1986	100.000	3582
fig|1185660.4.peg.3811	lcl|glnB-xanmn_chr14_0039	375	339	90	100	339	100.000	612
fig|1185660.4.peg.3812	lcl|xanmn_chr14_0040-xanmn_chr14_0040	279	279	100	100	279	100.000	504
fig|1185660.4.peg.3816	lcl|xanmn_chr14_0044-xanmn_chr14_0044	1164	1233	100	94	1164	100.000	2100
fig|1185660.4.peg.3817	lcl|xanmn_chr14_0047-xanmn_chr14_0047	297	315	100	94	297	100.000	536
fig|1185660.4.peg.3818	lcl|xanmn_chr14_0048-xanmn_chr14_0048	168	168	100	100	168	100.000	304
fig|1185660.4.peg.3819	lcl|xanmn_chr14_0049-xanmn_chr14_0049	294	294	100	100	294	100.000	531
fig|1185660.4.peg.3823	lcl|xanmn_chr14_0051-xanmn_chr14_0051	207	207	100	100	207	100.000	374
fig|1185660.4.peg.3825	lcl|xanmn_chr14_0053-xanmn_chr14_0053	2223	2223	100	100	2223	100.000	4010
fig|1185660.4.peg.3826	lcl|xanmn_chr14_0054-xanmn_chr14_0054	1494	1494	100	100	1494	100.000	2695
fig|1185660.4.peg.3827	lcl|tniB-xanmn_chr14_0055	888	888	100	100	888	100.000	1602
fig|1185660.4.peg.3828	lcl|xanmn_chr14_0056-xanmn_chr14_0056	1911	1752	92	100	1752	100.000	3160
fig|1185660.4.peg.3829	lcl|xanmn_chr14_0057-xanmn_chr14_0057	414	672	100	62	414	100.000	747
fig|1185660.4.peg.3830	lcl|xanmn_chr14_0058-xanmn_chr14_0058	630	612	97	100	612	100.000	1104
fig|1185660.4.peg.3831	lcl|blc-xanmn_chr14_0060	510	558	100	91	510	100.000	921
fig|1185660.4.peg.3832	lcl|xanmn_chr14_0061-xanmn_chr14_0061	177	177	100	100	177	100.000	320
fig|1185660.4.peg.3834	lcl|xanmn_chr14_0062-xanmn_chr14_0062	1563	1563	100	100	1563	100.000	2819
fig|1185660.4.peg.3835	lcl|xanmn_chr14_0063-xanmn_chr14_0063	1122	1122	100	100	1122	100.000	2024
fig|1185660.4.peg.3836	lcl|xanmn_chr14_0064-xanmn_chr14_0064	1095	1095	100	100	1095	100.000	1975
fig|1185660.4.peg.3837	lcl|xanmn_chr14_0065-xanmn_chr14_0065	648	648	100	100	648	100.000	1169
fig|1185660.4.peg.3838	lcl|xanmn_chr14_0067-xanmn_chr14_0067	1125	1125	100	100	1125	100.000	2030
fig|1185660.4.peg.3839	lcl|xanmn_chr14_0068-xanmn_chr14_0068	1224	1224	100	100	1224	100.000	2208
fig|1185660.4.peg.3840	lcl|xanmn_chr14_0069-xanmn_chr14_0069	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.3841	lcl|xanmn_chr14_0070-xanmn_chr14_0070	870	870	100	100	870	100.000	1570
fig|1185660.4.peg.3842	lcl|xanmn_chr14_0071-xanmn_chr14_0071	1095	1095	100	100	1095	100.000	1975
fig|1185660.4.peg.3843	lcl|xanmn_chr14_0072-xanmn_chr14_0072	165	165	100	100	165	100.000	298
fig|1185660.4.peg.3844	lcl|xanmn_chr14_0073-xanmn_chr14_0073	282	282	100	100	282	100.000	509
fig|1185660.4.peg.3845	lcl|xanmn_chr14_0074-xanmn_chr14_0074	276	276	100	100	276	100.000	499
fig|1185660.4.peg.3846	lcl|xanmn_chr14_0075-xanmn_chr14_0075	594	594	100	100	594	100.000	1072
fig|1185660.4.peg.3847	lcl|xanmn_chr14_0076-xanmn_chr14_0076	888	888	100	100	888	100.000	1602
fig|1185660.4.peg.3848	lcl|xanmn_chr14_0078-xanmn_chr14_0078	1407	1185	84	100	1185	100.000	2138
fig|1185660.4.peg.3849	lcl|xanmn_chr14_0079-xanmn_chr14_0079	285	285	100	100	285	100.000	515
fig|1185660.4.peg.3850	lcl|xanmn_chr14_0081-xanmn_chr14_0081	663	663	100	100	663	100.000	1196
fig|1185660.4.peg.3851	lcl|xanmn_chr14_0082-xanmn_chr14_0082	852	852	100	100	852	100.000	1537
fig|1185660.4.peg.3852	lcl|htrA-xanmn_chr14_0083	1638	1437	88	100	1437	100.000	2592
fig|1185660.4.peg.3853	lcl|xanmn_chr14_0084-xanmn_chr14_0084	363	363	100	100	363	100.000	655
fig|1185660.4.peg.3854	lcl|xanmn_chr14_0085-xanmn_chr14_0085	486	486	100	100	486	100.000	877
fig|1185660.4.peg.3855	lcl|xanmn_chr14_0086-xanmn_chr14_0086	384	384	100	100	384	100.000	693
fig|1185660.4.peg.3856	lcl|xanmn_chr14_0089-xanmn_chr14_0089	1311	1107	77	92	1014	100.000	1829
fig|1185660.4.peg.3857	lcl|xanmn_chr14_0090-xanmn_chr14_0090	738	738	100	100	738	100.000	1332
fig|1185660.4.peg.3858	lcl|xanmn_chr14_0091-xanmn_chr14_0091	1371	1371	100	100	1371	100.000	2473
fig|1185660.4.peg.3859	lcl|xanmn_chr14_0092-xanmn_chr14_0092	753	753	100	100	753	100.000	1359
fig|1185660.4.peg.3860	lcl|xanmn_chr14_0093-xanmn_chr14_0093	156	159	100	98	156	100.000	282
fig|1185660.4.peg.3862	lcl|srpA-xanmn_chr14_0095	1092	1092	100	100	1092	100.000	1970
fig|1185660.4.peg.3863	lcl|xanmn_chr14_0096-xanmn_chr14_0096	540	540	100	100	540	100.000	975
fig|1185660.4.peg.3864	lcl|xanmn_chr14_0097-xanmn_chr14_0097	1119	789	71	100	789	100.000	1424
fig|1185660.4.peg.3865	lcl|xanmn_chr14_0098-xanmn_chr14_0098	603	603	100	100	603	100.000	1088
fig|1185660.4.peg.3866	lcl|xanmn_chr14_0099-xanmn_chr14_0099	1131	1095	97	100	1095	100.000	1975
fig|1185660.4.peg.3868	lcl|xanmn_chr14_0100-xanmn_chr14_0100	1245	1245	100	100	1245	100.000	2246
fig|1185660.4.peg.3870	lcl|xanmn_chr14_0102-xanmn_chr14_0102	843	690	82	100	690	100.000	1245
fig|1185660.4.peg.3871	lcl|xanmn_chr14_0103-xanmn_chr14_0103	1161	1161	100	100	1161	100.000	2094
fig|1185660.4.peg.3872	lcl|xanmn_chr14_0104-xanmn_chr14_0104	1320	1320	100	100	1320	100.000	2381
fig|1185660.4.peg.3873	lcl|xanmn_chr14_0105-xanmn_chr14_0105	1200	1137	95	100	1137	100.000	2051
fig|1185660.4.peg.3874	lcl|xanmn_chr14_0106-xanmn_chr14_0106	843	909	100	93	844	99.882	1514
fig|1185660.4.peg.3875	lcl|xanmn_chr14_0107-xanmn_chr14_0107	669	897	100	75	670	99.851	1200
fig|1185660.4.peg.3876	lcl|xanmn_chr14_0108-xanmn_chr14_0108	441	507	100	87	441	100.000	796
fig|1185660.4.peg.3877	lcl|xanmn_chr14_0110-xanmn_chr14_0110	1662	1653	99	100	1653	100.000	2982
fig|1185660.4.peg.3878	lcl|xanmn_chr14_0111-xanmn_chr14_0111	945	945	100	100	945	100.000	1705
fig|1185660.4.peg.3879	lcl|trpS-xanmn_chr14_0112	1290	1290	100	100	1290	100.000	2327
fig|1185660.4.peg.3881	lcl|xanmn_chr14_0114-xanmn_chr14_0114	135	135	100	100	135	100.000	244
fig|1185660.4.peg.3882	lcl|xanmn_chr14_0115-xanmn_chr14_0115	153	153	100	100	153	100.000	277
fig|1185660.4.peg.3883	lcl|xanmn_chr14_0116-xanmn_chr14_0116	924	924	100	100	924	100.000	1667
fig|1185660.4.peg.3884	lcl|xanmn_chr14_0117-xanmn_chr14_0117	453	453	100	100	453	100.000	818
fig|1185660.4.peg.3885	lcl|xanmn_chr14_0118-xanmn_chr14_0118	357	270	76	100	270	100.000	488
fig|1185660.4.peg.3886	lcl|xanmn_chr14_0119-xanmn_chr14_0119	918	918	100	100	918	100.000	1656
fig|1185660.4.peg.3888	lcl|tdk-xanmn_chr14_0121	657	684	100	96	657	100.000	1186
fig|1185660.4.peg.3889	lcl|xanmn_chr14_0123-xanmn_chr14_0123	999	999	100	100	999	100.000	1802
fig|1185660.4.peg.3890	lcl|xanmn_chr14_0124-xanmn_chr14_0124	516	516	100	100	516	100.000	931
fig|1185660.4.peg.3893	lcl|xanmn_chr15_0001-xanmn_chr15_0001	738	738	100	100	738	100.000	1332
fig|1185660.4.peg.3894	lcl|xanmn_chr15_0002-xanmn_chr15_0002	264	264	100	100	264	100.000	477
fig|1185660.4.peg.3898	lcl|xanmn_chr15_0073-xanmn_chr15_0073	261	261	100	100	261	100.000	471
fig|1185660.4.peg.3899	lcl|fabF2-xanmn_chr15_0074	1200	1200	100	100	1200	100.000	2165
fig|1185660.4.peg.3900	lcl|xanmn_chr15_0075-xanmn_chr15_0075	1623	1623	100	100	1623	100.000	2928
fig|1185660.4.peg.3901	lcl|xanmn_chr15_0077-xanmn_chr15_0077	732	732	100	100	732	100.000	1321
fig|1185660.4.peg.3902	lcl|xanmn_chr15_0078-xanmn_chr15_0078	540	540	100	100	540	100.000	975
fig|1185660.4.peg.3903	lcl|xanmn_chr15_0079-xanmn_chr15_0079	432	432	100	100	432	100.000	780
fig|1185660.4.peg.3907	lcl|xanmn_chr15_0080-xanmn_chr15_0080	621	648	100	96	621	100.000	1121
fig|1185660.4.peg.3908	lcl|xanmn_chr15_0081-xanmn_chr15_0081	975	975	100	100	975	100.000	1759
fig|1185660.4.peg.3909	lcl|xanmn_chr15_0082-xanmn_chr15_0082	288	150	52	100	151	99.338	264
fig|1185660.4.peg.3910	lcl|plsC-xanmn_chr15_0083	711	750	100	95	711	100.000	1283
fig|1185660.4.peg.3911	lcl|xanmn_chr15_0084-xanmn_chr15_0084	684	747	100	92	684	100.000	1234
fig|1185660.4.peg.3912	lcl|acpC-xanmn_chr15_0085	270	270	100	100	270	100.000	488
fig|1185660.4.peg.3913	lcl|xanmn_chr15_0086-xanmn_chr15_0086	1386	1386	100	100	1386	100.000	2500
fig|1185660.4.peg.3914	lcl|xanmn_chr15_0087-xanmn_chr15_0087	1008	1008	100	100	1008	100.000	1819
fig|1185660.4.peg.3915	lcl|xanmn_chr15_0088-xanmn_chr15_0088	1446	1560	100	93	1452	99.587	2589
fig|1185660.4.peg.3917	lcl|xanmn_chr15_0090-xanmn_chr15_0090	2370	2370	100	100	2370	100.000	4275
fig|1185660.4.peg.3918	lcl|xanmn_chr15_0091-xanmn_chr15_0091	249	426	100	58	249	100.000	450
fig|1185660.4.peg.3920	lcl|xanmn_chr15_0092-xanmn_chr15_0092	840	717	85	100	717	100.000	1294
fig|1185660.4.peg.3921	lcl|xanmn_chr15_0093-xanmn_chr15_0093	567	567	100	100	567	100.000	1023
fig|1185660.4.peg.3922	lcl|hemF-xanmn_chr15_0096	900	900	100	100	900	100.000	1624
fig|1185660.4.peg.3924	lcl|xanmn_chr15_0099-xanmn_chr15_0099	1836	1929	100	95	1836	100.000	3312
fig|1185660.4.peg.3925	lcl|xanmn_chr15_0101-xanmn_chr15_0101	426	291	68	99	289	100.000	522
fig|1185660.4.peg.3926	lcl|xanmn_chr15_0102-xanmn_chr15_0102	819	837	100	98	819	100.000	1478
fig|1185660.4.peg.3927	lcl|yapH-xanmn_chr15_0103	438	417	95	100	417	100.000	753
fig|1185660.4.peg.3932	lcl|xanmn_chr15_0104-xanmn_chr15_0104	1677	1683	100	99	1677	100.000	3025
fig|1185660.4.peg.3934	lcl|xanmn_chr15_0105-xanmn_chr15_0105	717	717	100	100	717	100.000	1294
fig|1185660.4.peg.3937	lcl|xanmn_chr15_0004-xanmn_chr15_0004	1863	1821	98	100	1821	100.000	3285
fig|1185660.4.peg.3938	lcl|xanmn_chr15_0005-xanmn_chr15_0005	903	903	100	100	903	100.000	1629
fig|1185660.4.peg.3942	lcl|xanmn_chr15_0106-xanmn_chr15_0106	1377	1335	97	100	1335	100.000	2408
fig|1185660.4.peg.3943	lcl|xanmn_chr15_0108-xanmn_chr15_0108	891	891	100	100	891	100.000	1608
fig|1185660.4.peg.3945	lcl|xanmn_chr15_0109-xanmn_chr15_0109	903	903	100	100	903	100.000	1629
fig|1185660.4.peg.3947	lcl|xanmn_chr15_0111-xanmn_chr15_0111	1968	1968	100	100	1968	100.000	3550
fig|1185660.4.peg.3950	lcl|xanmn_chr15_0112-xanmn_chr15_0112	315	315	100	100	315	100.000	569
fig|1185660.4.peg.3951	lcl|xanmn_chr15_0113-xanmn_chr15_0113	2508	2508	100	100	2508	100.000	4524
fig|1185660.4.peg.3952	lcl|xanmn_chr15_0114-xanmn_chr15_0114	690	540	78	100	540	100.000	975
fig|1185660.4.peg.3953	lcl|xanmn_chr15_0115-xanmn_chr15_0115	525	525	100	100	525	100.000	948
fig|1185660.4.peg.3954	lcl|xanmn_chr15_0116-xanmn_chr15_0116	621	1104	100	56	621	100.000	1121
fig|1185660.4.peg.3955	lcl|xanmn_chr15_0118-xanmn_chr15_0118	2925	1722	59	100	1722	100.000	3106
fig|1185660.4.peg.3956	lcl|xanmn_chr15_0119-xanmn_chr15_0119	666	1239	100	54	666	100.000	1202
fig|1185660.4.peg.3957	lcl|xanmn_chr15_0120-xanmn_chr15_0120	1263	1305	100	97	1263	100.000	2278
fig|1185660.4.peg.3959	lcl|xanmn_chr15_0121-xanmn_chr15_0121	708	741	100	96	708	100.000	1278
fig|1185660.4.peg.3961	lcl|xanmn_chr15_0122-xanmn_chr15_0122	162	102	63	100	102	100.000	185
fig|1185660.4.peg.3963	lcl|xanmn_chr15_0125-xanmn_chr15_0125	1950	1950	100	100	1950	100.000	3517
fig|1185660.4.peg.3964	lcl|xanmn_chr15_0126-xanmn_chr15_0126	207	309	100	67	207	100.000	374
fig|1185660.4.peg.3966	lcl|xanmn_chr15_0127-xanmn_chr15_0127	1008	1041	100	97	1008	100.000	1819
fig|1185660.4.peg.3967	lcl|xanmn_chr15_0128-xanmn_chr15_0128	1884	1884	100	100	1884	100.000	3398
fig|1185660.4.peg.3968	lcl|xanmn_chr15_0129-xanmn_chr15_0129	504	504	100	100	504	100.000	910
fig|1185660.4.peg.3969	lcl|xanmn_chr15_0130-xanmn_chr15_0130	795	795	100	100	795	100.000	1434
fig|1185660.4.peg.3970	lcl|xanmn_chr15_0131-xanmn_chr15_0131	504	504	100	100	504	100.000	910
fig|1185660.4.peg.3971	lcl|xanmn_chr15_0132-xanmn_chr15_0132	1494	1494	100	100	1494	100.000	2695
fig|1185660.4.peg.3972	lcl|xanmn_chr15_0133-xanmn_chr15_0133	510	510	100	100	510	100.000	921
fig|1185660.4.peg.3973	lcl|xanmn_chr15_0135-xanmn_chr15_0135	606	606	100	100	606	100.000	1094
fig|1185660.4.peg.3974	lcl|xanmn_chr15_0136-xanmn_chr15_0136	447	447	100	100	447	100.000	807
fig|1185660.4.peg.3975	lcl|xanmn_chr15_0137-xanmn_chr15_0137	582	582	100	100	582	100.000	1050
fig|1185660.4.peg.3976	lcl|xanmn_chr15_0139-xanmn_chr15_0139	225	363	100	62	225	100.000	407
fig|1185660.4.peg.3977	lcl|uvrD-xanmn_chr15_0140	2187	2187	100	100	2187	100.000	3945
fig|1185660.4.peg.3978	lcl|xanmn_chr15_0141-xanmn_chr15_0141	1395	1395	100	100	1395	100.000	2516
fig|1185660.4.peg.3979	lcl|xanmn_chr15_0142-xanmn_chr15_0142	576	396	69	100	396	100.000	715
fig|1185660.4.peg.3981	lcl|xanmn_chr15_0143-xanmn_chr15_0143	777	807	100	96	777	100.000	1402
fig|1185660.4.peg.3982	lcl|fldZ-xanmn_chr15_0145	672	672	100	100	672	100.000	1213
fig|1185660.4.peg.3983	lcl|xanmn_chr15_0146-xanmn_chr15_0146	1035	1056	100	98	1035	100.000	1867
fig|1185660.4.peg.3987	lcl|rpmG-xanmn_chr15_0147	168	168	100	100	168	100.000	304
fig|1185660.4.peg.3988	lcl|rpmB-xanmn_chr15_0148	219	237	100	92	219	100.000	396
fig|1185660.4.peg.3990	lcl|xanmn_chr15_0150-xanmn_chr15_0150	3213	3213	100	100	3213	100.000	5795
fig|1185660.4.peg.3991	lcl|xanmn_chr15_0151-xanmn_chr15_0151	117	105	90	100	105	100.000	190
fig|1185660.4.peg.3992	lcl|czcB-xanmn_chr15_0152	1272	1272	100	100	1272	100.000	2295
fig|1185660.4.peg.3993	lcl|czcC-xanmn_chr15_0153	744	744	100	100	744	100.000	1342
fig|1185660.4.peg.3994	lcl|xanmn_chr15_0154-xanmn_chr15_0154	339	384	100	88	339	100.000	612
fig|1185660.4.peg.3996	lcl|xanmn_chr15_0007-xanmn_chr15_0007	684	684	100	100	684	100.000	1234
fig|1185660.4.peg.3997	lcl|gidB-xanmn_chr15_0155	639	639	100	100	639	100.000	1153
fig|1185660.4.peg.3999	lcl|phoD1-xanmn_chr15_0156	1596	1437	90	100	1437	100.000	2592
fig|1185660.4.peg.4000	lcl|phoD2-xanmn_chr15_0157	1572	1572	100	100	1572	100.000	2836
fig|1185660.4.peg.4001	lcl|hetI-xanmn_chr15_0158	564	564	100	100	564	100.000	1018
fig|1185660.4.peg.4002	lcl|xanmn_chr15_0159-xanmn_chr15_0159	252	252	100	100	252	100.000	455
fig|1185660.4.peg.4003	lcl|xanmn_chr15_0160-xanmn_chr15_0160	438	438	100	100	438	100.000	791
fig|1185660.4.peg.4004	lcl|exoA-xanmn_chr15_0161	780	780	100	100	780	100.000	1407
fig|1185660.4.peg.4005	lcl|xanmn_chr15_0162-xanmn_chr15_0162	1143	1158	100	99	1143	100.000	2062
fig|1185660.4.peg.4006	lcl|xanmn_chr15_0163-xanmn_chr15_0163	864	786	91	100	786	100.000	1418
fig|1185660.4.peg.4007	lcl|xanmn_chr15_0164-xanmn_chr15_0164	885	885	100	100	885	100.000	1597
fig|1185660.4.peg.4008	lcl|xanmn_chr15_0165-xanmn_chr15_0165	1101	1101	100	100	1101	100.000	1986
fig|1185660.4.peg.4009	lcl|actP-xanmn_chr15_0167	1728	1728	100	100	1728	100.000	3117
fig|1185660.4.peg.4010	lcl|xanmn_chr15_0168-xanmn_chr15_0168	318	318	100	100	318	100.000	574
fig|1185660.4.peg.4011	lcl|xanmn_chr15_0169-xanmn_chr15_0169	1383	1383	100	100	1383	100.000	2495
fig|1185660.4.peg.4012	lcl|xanmn_chr15_0171-xanmn_chr15_0171	1944	2019	100	96	1944	100.000	3507
fig|1185660.4.peg.4013	lcl|tcsR-xanmn_chr15_0172	741	669	90	100	669	100.000	1207
fig|1185660.4.peg.4015	lcl|xanmn_chr15_0174-xanmn_chr15_0174	183	183	100	100	183	100.000	331
fig|1185660.4.peg.4016	lcl|xanmn_chr15_0175-xanmn_chr15_0175	564	591	100	95	564	100.000	1018
fig|1185660.4.peg.4018	lcl|xylB2-xanmn_chr15_0176	1599	1497	94	100	1497	100.000	2700
fig|1185660.4.peg.4020	lcl|xanmn_chr15_0177-xanmn_chr15_0177	1011	1011	100	100	1011	100.000	1824
fig|1185660.4.peg.4021	lcl|xanmn_chr15_0178-xanmn_chr15_0178	873	873	100	100	873	100.000	1575
fig|1185660.4.peg.4022	lcl|xanmn_chr15_0179-xanmn_chr15_0179	771	771	100	100	771	100.000	1391
fig|1185660.4.peg.4023	lcl|xanmn_chr15_0180-xanmn_chr15_0180	858	858	100	100	858	100.000	1548
fig|1185660.4.peg.4025	lcl|xanmn_chr15_0182-xanmn_chr15_0182	1323	1323	100	100	1323	100.000	2387
fig|1185660.4.peg.4026	lcl|xanmn_chr15_0183-xanmn_chr15_0183	360	360	100	100	360	100.000	650
fig|1185660.4.peg.4027	lcl|fucP-xanmn_chr15_0184	1302	1302	100	100	1302	100.000	2349
fig|1185660.4.peg.4028	lcl|xanmn_chr15_0185-xanmn_chr15_0185	750	750	100	100	750	100.000	1353
fig|1185660.4.peg.4030	lcl|xanmn_chr15_0187-xanmn_chr15_0187	1560	1494	96	100	1494	100.000	2695
fig|1185660.4.peg.4031	lcl|xanmn_chr15_0188-xanmn_chr15_0188	585	651	100	90	585	100.000	1056
fig|1185660.4.peg.4032	lcl|xanmn_chr15_0189-xanmn_chr15_0189	3792	3453	91	100	3453	100.000	6228
fig|1185660.4.peg.4033	lcl|xanmn_chr15_0190-xanmn_chr15_0190	2916	2643	91	100	2643	100.000	4767
fig|1185660.4.peg.4034	lcl|ndvB-xanmn_chr15_0191	2400	2400	100	100	2400	100.000	4329
fig|1185660.4.peg.4035	lcl|xanmn_chr15_0192-xanmn_chr15_0192	1389	1383	99	100	1383	100.000	2495
fig|1185660.4.peg.4036	lcl|idnK-xanmn_chr15_0193	585	588	100	99	585	100.000	1056
fig|1185660.4.peg.4037	lcl|xanmn_chr15_0196-xanmn_chr15_0196	1731	1731	100	100	1731	100.000	3122
fig|1185660.4.peg.4038	lcl|xanmn_chr15_0197-xanmn_chr15_0197	228	228	100	100	228	100.000	412
fig|1185660.4.peg.4039	lcl|xanmn_chr15_0198-xanmn_chr15_0198	450	450	100	100	450	100.000	812
fig|1185660.4.peg.4040	lcl|xanmn_chr15_0199-xanmn_chr15_0199	429	429	100	100	429	100.000	774
fig|1185660.4.peg.4041	lcl|xanmn_chr15_0200-xanmn_chr15_0200	3855	3855	100	100	3855	100.000	6953
fig|1185660.4.peg.4042	lcl|xanmn_chr15_0201-xanmn_chr15_0201	1755	1782	100	98	1755	100.000	3166
fig|1185660.4.peg.4043	lcl|xanmn_chr15_0202-xanmn_chr15_0202	2706	2751	100	98	2706	100.000	4881
fig|1185660.4.peg.4045	lcl|xanmn_chr15_0204-xanmn_chr15_0204	1584	1590	100	99	1584	100.000	2857
fig|1185660.4.peg.4046	lcl|glyS-xanmn_chr15_0205	2238	2238	100	100	2238	100.000	4037
fig|1185660.4.peg.4047	lcl|glyQ-xanmn_chr15_0206	909	909	100	100	909	100.000	1640
fig|1185660.4.peg.4048	lcl|xanmn_chr15_0207-xanmn_chr15_0207	1815	1815	100	100	1815	100.000	3274
fig|1185660.4.peg.4049	lcl|xopAD-xanmn_chr15_0208	1818	1830	100	99	1818	100.000	3279
fig|1185660.4.peg.4051	lcl|xopAD-xanmn_chr15_0210	2598	2793	100	93	2598	100.000	4686
fig|1185660.4.peg.4053	lcl|guaA-xanmn_chr15_0211	771	753	98	100	753	100.000	1359
fig|1185660.4.peg.4054	lcl|xanmn_chr15_0212-xanmn_chr15_0212	900	933	100	96	900	100.000	1624
fig|1185660.4.peg.4055	lcl|xanmn_chr15_0213-xanmn_chr15_0213	738	738	100	100	738	100.000	1332
fig|1185660.4.peg.4056	lcl|xanmn_chr15_0214-xanmn_chr15_0214	627	627	100	100	627	100.000	1131
fig|1185660.4.peg.4057	lcl|xanmn_chr15_0215-xanmn_chr15_0215	228	228	100	100	228	100.000	412
fig|1185660.4.peg.4058	lcl|xanmn_chr15_0216-xanmn_chr15_0216	909	909	100	100	909	100.000	1640
fig|1185660.4.peg.4059	lcl|hemH-xanmn_chr15_0217	966	966	100	100	966	100.000	1743
fig|1185660.4.peg.4060	lcl|xanmn_chr15_0218-xanmn_chr15_0218	858	858	100	100	858	100.000	1548
fig|1185660.4.peg.4061	lcl|xanmn_chr15_0220-xanmn_chr15_0220	792	786	99	100	786	100.000	1418
fig|1185660.4.peg.4062	lcl|xanmn_chr15_0221-xanmn_chr15_0221	906	906	100	100	906	100.000	1635
fig|1185660.4.peg.4063	lcl|xanmn_chr15_0222-xanmn_chr15_0222	918	918	100	100	918	100.000	1656
fig|1185660.4.peg.4064	lcl|xylA-xanmn_chr15_0223	1338	1338	100	100	1338	100.000	2414
fig|1185660.4.peg.4066	lcl|xanmn_chr15_0224-xanmn_chr15_0224	1074	1074	100	100	1074	100.000	1938
fig|1185660.4.peg.4071	lcl|xylB3-xanmn_chr15_0225	1677	1659	99	100	1659	100.000	2993
fig|1185660.4.peg.4072	lcl|xanmn_chr15_0226-xanmn_chr15_0226	2709	2709	100	100	2709	100.000	4886
fig|1185660.4.peg.4073	lcl|xanmn_chr15_0227-xanmn_chr15_0227	1473	1209	82	100	1209	100.000	2181
fig|1185660.4.peg.4074	lcl|xanmn_chr15_0228-xanmn_chr15_0228	678	390	58	100	390	100.000	704
fig|1185660.4.peg.4075	lcl|xanmn_chr15_0229-xanmn_chr15_0229	420	420	100	100	420	100.000	758
fig|1185660.4.peg.4078	lcl|xanmn_chr15_0230-xanmn_chr15_0230	1023	1023	100	100	1023	100.000	1846
fig|1185660.4.peg.4083	lcl|hemL-xanmn_chr15_0231	1449	1464	100	99	1449	100.000	2614
fig|1185660.4.peg.4084	lcl|xanmn_chr15_0232-xanmn_chr15_0232	681	681	100	100	681	100.000	1229
fig|1185660.4.peg.4085	lcl|xylB4-xanmn_chr15_0233	1647	1647	100	100	1647	100.000	2971
fig|1185660.4.peg.4086	lcl|xanmn_chr15_0234-xanmn_chr15_0234	918	918	100	100	918	100.000	1656
fig|1185660.4.peg.4087	lcl|xanmn_chr15_0235-xanmn_chr15_0235	447	447	100	100	447	100.000	807
fig|1185660.4.peg.4088	lcl|gnl1-xanmn_chr15_0237	1038	1038	100	100	1038	100.000	1873
fig|1185660.4.peg.4090	lcl|xynA-xanmn_chr15_0238	1185	1185	100	100	1185	100.000	2138
fig|1185660.4.peg.4092	lcl|uxaC-xanmn_chr15_0239	1407	1419	100	99	1407	100.000	2538
fig|1185660.4.peg.4094	lcl|xynB3-xanmn_chr15_0240	993	960	97	100	960	100.000	1732
fig|1185660.4.peg.4095	lcl|xanmn_chr15_0241-xanmn_chr15_0241	1314	1314	100	100	1314	100.000	2370
fig|1185660.4.peg.4096	lcl|xanmn_chr15_0242-xanmn_chr15_0242	303	303	100	100	303	100.000	547
fig|1185660.4.peg.4097	lcl|xanmn_chr15_0243-xanmn_chr15_0243	2934	2934	100	100	2934	100.000	5292
fig|1185660.4.peg.4098	lcl|xylP-xanmn_chr15_0244	1461	1488	100	98	1461	100.000	2636
fig|1185660.4.peg.4099	lcl|xanmn_chr15_0245-xanmn_chr15_0245	1035	1035	100	100	1035	100.000	1867
fig|1185660.4.peg.4100	lcl|blc2-xanmn_chr15_0246	534	534	100	100	534	100.000	964
fig|1185660.4.peg.4101	lcl|xanmn_chr15_0247-xanmn_chr15_0247	246	354	100	69	246	100.000	444
fig|1185660.4.peg.4102	lcl|xanmn_chr15_0249-xanmn_chr15_0249	573	573	100	100	573	100.000	1034
fig|1185660.4.peg.4103	lcl|xanmn_chr15_0250-xanmn_chr15_0250	204	219	100	93	204	100.000	369
fig|1185660.4.peg.4104	lcl|xanmn_chr15_0251-xanmn_chr15_0251	1236	981	79	100	981	100.000	1770
fig|1185660.4.peg.4105	lcl|plsB-xanmn_chr15_0253	2391	2550	100	94	2391	100.000	4313
fig|1185660.4.peg.4106	lcl|xanmn_chr15_0254-xanmn_chr15_0254	1263	972	77	100	972	100.000	1754
fig|1185660.4.peg.4108	lcl|xanmn_chr15_0255-xanmn_chr15_0255	3039	3039	100	100	3039	100.000	5481
fig|1185660.4.peg.4110	lcl|xanmn_chr15_0256-xanmn_chr15_0256	3036	3036	100	100	3036	100.000	5476
fig|1185660.4.peg.4111	lcl|xanmn_chr15_0257-xanmn_chr15_0257	1602	1521	95	100	1521	100.000	2744
